id,title,body,category,priority
279,Guasto crash applicazione,"Urgente: crash applicazione si blocca all'avvio, reparto fermo.",Tecnico,bassa
369,Segnalazione su preventivo,"Buongiorno, il/la preventivo non è stato ricevuto. Urgente per il cliente.",Commerciale,bassa
345,piano vendite da rivedere,Il cliente ha segnalato che il/la piano vendite non è stato ricevuto. L'anomalia va risolta in tempi brevi.,Commerciale,media
238,Problema con backup,"Urgente: backup presenta malfunzionamenti, reparto fermo.",Tecnico,bassa
153,Verifica bonifico,In riferimento al/alla bonifico: deve essere corretto. Attendo riscontro.,Amministrazione,bassa
12,Richiesta correzione dichiarazione IVA,"Il documento dichiarazione IVA necessita di verifica, si prega di verificare.",Amministrazione,bassa
388,catalogo prodotti da rivedere,Segnalo che il/la catalogo prodotti va modificato.,Commerciale,bassa
2,ravvedimento operoso non conforme,Segnalo che il/la ravvedimento operoso non è stato registrato e necessita intervento. Attendo riscontro entro oggi se possibile.,Amministrazione,media
428,listino prezzi da rivedere,"Buongiorno, il/la listino prezzi richiede approvazione. Urgente per il cliente. C'è un ritardo significativo da gestire.",Commerciale,media
115,Richiesta correzione estratto conto,"Buongiorno, il/la estratto conto non corrisponde. Chiedo assistenza.",Amministrazione,bassa
373,Sollecito preventivo,"Segnalo che il/la preventivo va modificato. Situazione bloccante, serve risposta immediata.",Commerciale,alta
66,Richiesta correzione ricevuta,"Si richiede la rettifica del/della ricevuta in quanto è in sospeso. La scadenza è imminente, serve un riscontro.",Amministrazione,media
271,Malfunzionamento lentezza del PC,Da ieri il/la lentezza del PC richiede aggiornamento. Impossibile lavorare. Attendo riscontro entro oggi se possibile.,Tecnico,media
202,Assistenza per schermata blu,Segnalo che schermata blu non funziona correttamente. Serve intervento tecnico. L'anomalia va risolta in tempi brevi.,Tecnico,media
276,Errore errore di sistema,"Urgente: errore di sistema si blocca all'avvio, reparto fermo.",Tecnico,bassa
92,Segnalazione errore su rimborso,"Il documento rimborso risulta errato, si prega di verificare.",Amministrazione,bassa
61,registro contabile non conforme,"Il documento registro contabile è stato rifiutato, si prega di verificare. La scadenza è imminente, serve un riscontro.",Amministrazione,media
179,Errore software gestionale,Il/la software gestionale mostra messaggi di errore. Ho già provato a riavviare. L'anomalia va risolta in tempi brevi.,Tecnico,media
441,reso merce da rivedere,Il cliente ha segnalato che il/la reso merce necessita revisione. Sollecito cortesemente una risposta.,Commerciale,media
335,preventivo da rivedere,Il/la preventivo necessita revisione. Chiedo cortesemente una verifica. L'anomalia va risolta in tempi brevi.,Commerciale,media
69,Segnalazione errore su estratto conto,"Si richiede la rettifica del/della estratto conto in quanto deve essere corretto. Situazione bloccante, serve risposta immediata.",Amministrazione,alta
277,Errore database,Segnalo che database non risponde ai comandi. Serve intervento tecnico. Sollecito cortesemente una risposta.,Tecnico,media
448,Segnalazione su offerta commerciale,"Segnalo che il/la offerta commerciale è stato annullato. La scadenza è imminente, serve un riscontro.",Commerciale,media
339,catalogo prodotti da rivedere,"Buongiorno, il/la catalogo prodotti contiene errori. Urgente per il cliente. C'è un ritardo significativo da gestire.",Commerciale,media
350,Modifica spedizione,"Buongiorno, il/la spedizione deve essere aggiornato. Urgente per il cliente. Attendo riscontro entro oggi se possibile.",Commerciale,media
42,Richiesta correzione ricevuta,Segnalo che il/la ricevuta è stato rifiutato e necessita intervento.,Amministrazione,bassa
193,Problema con crash applicazione,"Urgente: crash applicazione ha smesso di funzionare, reparto fermo. Situazione bloccante, serve risposta immediata.",Tecnico,alta
194,Guasto software gestionale,Segnalo che software gestionale si blocca all'avvio. Serve intervento tecnico. Sollecito cortesemente una risposta.,Tecnico,media
465,Modifica piano vendite,"Gentilmente, il/la piano vendite deve essere aggiornato. Attendo aggiornamento. Sollecito cortesemente una risposta.",Commerciale,media
470,consegna da rivedere,Il cliente ha segnalato che il/la consegna deve essere aggiornato.,Commerciale,bassa
446,campione gratuito da rivedere,Il cliente ha segnalato che il/la campione gratuito non è stato ricevuto.,Commerciale,bassa
230,Malfunzionamento aggiornamento firmware,Ho riscontrato che il/la aggiornamento firmware richiede aggiornamento. Attendo riscontro entro oggi se possibile.,Tecnico,media
196,Malfunzionamento rete interna,Da ieri il/la rete interna ha smesso di funzionare. Impossibile lavorare.,Tecnico,bassa
457,Richiesta aggiornamento scontistica,"Gentilmente, il/la scontistica non corrisponde alla richiesta. Attendo aggiornamento. Sollecito cortesemente una risposta.",Commerciale,media
192,Malfunzionamento aggiornamento firmware,"Urgente: aggiornamento firmware non risponde ai comandi, reparto fermo.",Tecnico,bassa
216,Malfunzionamento bug nel software,Il/la bug nel software è irraggiungibile. Ho già provato a riavviare.,Tecnico,bassa
331,Errore backup,Il/la backup si blocca all'avvio da questa mattina.,Tecnico,bassa
374,Segnalazione su promozione,"Segnalo che il/la promozione necessita revisione. La scadenza è imminente, serve un riscontro.",Commerciale,media
329,Guasto crash applicazione,Ho riscontrato che il/la crash applicazione richiede aggiornamento.,Tecnico,bassa
393,Sollecito campione gratuito,Il/la campione gratuito non corrisponde alla richiesta. Chiedo cortesemente una verifica.,Commerciale,bassa
70,Verifica scadenza fiscale,Si richiede la rettifica del/della scadenza fiscale in quanto non è stato registrato.,Amministrazione,bassa
394,Problema con spedizione,Il/la spedizione non corrisponde alla richiesta. Si prega di intervenire. Sollecito cortesemente una risposta.,Commerciale,media
93,Segnalazione errore su contributo INPS,"Il/la contributo INPS relativo al mese corrente non corrisponde. La scadenza è imminente, serve un riscontro.",Amministrazione,media
210,Malfunzionamento software gestionale,Il/la software gestionale non risponde ai comandi. Ho già provato a riavviare. Urgente: il reparto è fermo.,Tecnico,alta
147,Segnalazione errore su bilancio,Segnalo che il/la bilancio deve essere corretto e necessita intervento.,Amministrazione,bassa
17,Anomalia partita IVA,"Il documento partita IVA è in sospeso, si prega di verificare.",Amministrazione,bassa
242,Malfunzionamento backup,Il/la backup richiede aggiornamento. Ho già provato a riavviare.,Tecnico,bassa
494,Modifica lead commerciale,Il/la lead commerciale necessita revisione. Si prega di intervenire. È un errore critico che impedisce l'operatività.,Commerciale,alta
36,Richiesta correzione partita IVA,Il/la partita IVA relativo al mese corrente risulta errato. L'anomalia va risolta in tempi brevi.,Amministrazione,media
458,Richiesta aggiornamento campione gratuito,"Buongiorno, il/la campione gratuito necessita revisione. Urgente per il cliente. La scadenza è imminente, serve un riscontro.",Commerciale,media
479,spedizione da rivedere,"Buongiorno, il/la spedizione non è stato ricevuto. Urgente per il cliente.",Commerciale,bassa
31,Segnalazione errore su bonifico,"Buongiorno, il/la bonifico presenta anomalie. Chiedo assistenza. Il sistema è down, emergenza.",Amministrazione,alta
278,bug nel software non disponibile,"Urgente: bug nel software si blocca all'avvio, reparto fermo. Impossibile lavorare senza risoluzione.",Tecnico,alta
33,F24 non conforme,In riferimento al/alla F24: non è stato registrato. Attendo riscontro. L'anomalia va risolta in tempi brevi.,Amministrazione,media
359,Segnalazione su campione gratuito,Il/la campione gratuito richiede approvazione. Chiedo cortesemente una verifica.,Commerciale,bassa
177,server aziendale non disponibile,Il/la server aziendale non risponde ai comandi. Ho già provato a riavviare. Attendo riscontro entro oggi se possibile.,Tecnico,media
217,firewall non disponibile,Il/la firewall mostra messaggi di errore. Ho già provato a riavviare. C'è un ritardo significativo da gestire.,Tecnico,media
